,Gene.ID,log2FoldChange,padj,Condition,Gene.Name,gbkey,locus_tag,old_locus_tag,Biotype
3449,SO_RS16135,0.09269671,0.8748213,LB_1_logFC,SO_RS16135,Gene,SO_RS16135,SO_3451,protein_coding
3450,SO_RS07330,0.02867418,0.8748701,LB_1_logFC,SO_RS07330,Gene,SO_RS07330,SO_1583,protein_coding
3451,SO_RS18185,-0.01976361,0.8748701,LB_1_logFC,SO_RS18185,Gene,SO_RS18185,SO_3906,protein_coding
3452,SO_RS21175,-0.04161917,0.8749195,LB_1_logFC,SO_RS21175,Gene,SO_RS21175,SO_4558,protein_coding
3453,SO_RS10535,-0.04004931,0.8750762,LB_1_logFC,SO_RS10535,Gene,SO_RS10535,SO_2297,protein_coding
3454,SO_RS00375,0.03677349,0.8751843,LB_1_logFC,SO_RS00375,Gene,SO_RS00375,SO_0074,protein_coding
3455,SO_RS10135,-0.04491575,0.8751843,LB_1_logFC,SO_RS10135,Gene,SO_RS10135,SO_2204,protein_coding
3456,SO_RS15870,0.07901968,0.8751843,LB_1_logFC,raiA,Gene,SO_RS15870,SO_3403,protein_coding
3457,SO_RS03375,0.06185839,0.8759762,LB_1_logFC,SO_RS03375,Gene,SO_RS03375,,protein_coding
3458,SO_RS04860,-0.06894521,0.8759762,LB_1_logFC,SO_RS04860,Gene,SO_RS04860,SO_1044,protein_coding
3459,SO_RS12305,0.07039234,0.8759762,LB_1_logFC,Mu2_18,Gene,SO_RS12305,SO_4789,protein_coding
3460,SO_RS15265,0.01654182,0.8759762,LB_1_logFC,SO_RS15265,Gene,SO_RS15265,SO_3269,protein_coding
3461,SO_RS16555,0.05984692,0.8759762,LB_1_logFC,SO_RS16555,Gene,SO_RS16555,SO_3543,protein_coding
3462,SO_RS17005,-0.0413012,0.8759762,LB_1_logFC,SO_RS17005,Gene,SO_RS17005,SO_3641,protein_coding
3463,SO_RS21145,0.04401907,0.8759762,LB_1_logFC,SO_RS21145,Gene,SO_RS21145,SO_4551,protein_coding
3464,SO_RS21630,0.04905338,0.8759762,LB_1_logFC,SO_RS21630,Gene,SO_RS21630,SO_4655,protein_coding
3465,SO_RS22775,-0.02209776,0.8759762,LB_1_logFC,SO_RS22775,Gene,SO_RS22775,SO_A0139,protein_coding
3466,SO_RS03045,0.09724391,0.8766298,LB_1_logFC,Mu1_5,Gene,SO_RS03045,SO_0644,protein_coding
3467,SO_RS12625,-0.06155906,0.8766298,LB_1_logFC,bioD,Gene,SO_RS12625,SO_2737,protein_coding
3468,SO_RS21515,0.02798561,0.8770156,LB_1_logFC,greB,Gene,SO_RS21515,SO_4631,protein_coding
3469,SO_RS07675,-0.04429622,0.8771764,LB_1_logFC,napF,Gene,SO_RS07675,SO_1663,protein_coding
3470,SO_RS10935,0.08365296,0.8771764,LB_1_logFC,SO_RS10935,Gene,SO_RS10935,SO_2384,protein_coding
3471,SO_RS11220,0.06107642,0.8771764,LB_1_logFC,thiC,Gene,SO_RS11220,SO_2445,protein_coding
3472,SO_RS21970,-0.03169329,0.8787477,LB_1_logFC,mutM,Gene,SO_RS21970,SO_4726,protein_coding
3473,SO_RS03475,-0.04778686,0.8816638,LB_1_logFC,SO_RS03475,Gene,SO_RS03475,SO_0737,protein_coding
3474,SO_RS07480,0.0471564,0.8819917,LB_1_logFC,SO_RS07480,Gene,SO_RS07480,SO_1619,protein_coding
3475,SO_RS08440,0.08981374,0.8819917,LB_1_logFC,SO_RS08440,Gene,SO_RS08440,SO_1834,protein_coding
3476,SO_RS16495,-0.03764356,0.8819917,LB_1_logFC,ispH,Gene,SO_RS16495,SO_3529,protein_coding
3477,SO_RS06855,0.04516275,0.882269,LB_1_logFC,SO_RS06855,Gene,SO_RS06855,SO_1474,protein_coding
3478,SO_RS06905,0.06687358,0.8824834,LB_1_logFC,SO_RS06905,Gene,SO_RS06905,SO_1486,protein_coding
3479,SO_RS20970,-0.04007822,0.8824834,LB_1_logFC,SO_RS20970,Gene,SO_RS20970,SO_4512,protein_coding
3480,SO_RS22035,-0.02816213,0.8824834,LB_1_logFC,SO_RS22035,Gene,SO_RS22035,SO_4738,protein_coding
3481,SO_RS08355,0.01818496,0.8825875,LB_1_logFC,SO_RS08355,Gene,SO_RS08355,SO_1816,protein_coding
3482,SO_RS11180,-0.0246311,0.8825875,LB_1_logFC,SO_RS11180,Gene,SO_RS11180,SO_2438,protein_coding
3483,SO_RS10805,-0.02804695,0.8828699,LB_1_logFC,uspE,Gene,SO_RS10805,SO_2355,protein_coding
3484,SO_RS20605,0.09353881,0.8828699,LB_1_logFC,SO_RS20605,Gene,SO_RS20605,,protein_coding
3485,SO_RS11195,-0.07030255,0.8831432,LB_1_logFC,thiH,Gene,SO_RS11195,SO_2440,protein_coding
3486,SO_RS03870,0.0430035,0.8831665,LB_1_logFC,SO_RS03870,Gene,SO_RS03870,SO_0822,protein_coding
3487,SO_RS09220,0.05033781,0.8831665,LB_1_logFC,SO_RS09220,Gene,SO_RS09220,SO_1998,protein_coding
3488,SO_RS05145,0.03463306,0.8832449,LB_1_logFC,bfr,Gene,SO_RS05145,SO_1111,protein_coding
3489,SO_RS09095,-0.02716407,0.8832449,LB_1_logFC,SO_RS09095,Gene,SO_RS09095,SO_1968,protein_coding
3490,SO_RS11395,-0.03935474,0.8837702,LB_1_logFC,yfbR,Gene,SO_RS11395,SO_2484,protein_coding
3491,SO_RS20335,0.06201708,0.8837702,LB_1_logFC,SO_RS20335,Gene,SO_RS20335,SO_4378,protein_coding
3492,SO_RS21690,-0.02726501,0.8837702,LB_1_logFC,SO_RS21690,Gene,SO_RS21690,SO_4666,protein_coding
3493,SO_RS04015,0.02871171,0.8851032,LB_1_logFC,SO_RS04015,Gene,SO_RS04015,SO_0856,protein_coding
3494,SO_RS07215,-0.05697867,0.8854519,LB_1_logFC,SO_RS07215,Gene,SO_RS07215,SO_1557,protein_coding
3495,SO_RS19360,0.0286728,0.8854519,LB_1_logFC,SO_RS19360,Gene,SO_RS19360,SO_4179,protein_coding
3496,SO_RS15390,-0.03116467,0.8854838,LB_1_logFC,SO_RS15390,Gene,SO_RS15390,SO_3299,protein_coding
3497,SO_RS05700,-0.02481584,0.8857894,LB_1_logFC,SO_RS05700,Gene,SO_RS05700,SO_1225,protein_coding
3498,SO_RS05230,0.02632463,0.8858494,LB_1_logFC,SO_RS05230,Gene,SO_RS05230,SO_1135,protein_coding
3499,SO_RS18785,-0.05655885,0.8860384,LB_1_logFC,SO_RS18785,Gene,SO_RS18785,SO_4044,protein_coding
3500,SO_RS01395,-0.02080232,0.8862197,LB_1_logFC,SO_RS01395,Gene,SO_RS01395,SO_0289,protein_coding
3501,SO_RS06225,0.03607322,0.8871531,LB_1_logFC,rpoE,Gene,SO_RS06225,SO_1342,protein_coding
3502,SO_RS21015,0.03736528,0.8871531,LB_1_logFC,SO_RS21015,Gene,SO_RS21015,SO_4523,protein_coding
3503,SO_RS06230,0.0278749,0.8873393,LB_1_logFC,SO_RS06230,Gene,SO_RS06230,SO_1343,protein_coding
3504,SO_RS12310,-0.07046261,0.887413,LB_1_logFC,Mu2_19,Gene,SO_RS12310,SO_2668,protein_coding
3505,SO_RS01885,-0.05053357,0.8875419,LB_1_logFC,SO_RS01885,Gene,SO_RS01885,SO_0392,protein_coding
3506,SO_RS15370,0.0357749,0.8875419,LB_1_logFC,xseA,Gene,SO_RS15370,SO_3294,protein_coding
3507,SO_RS18795,-0.04275119,0.8875419,LB_1_logFC,SO_RS18795,Gene,SO_RS18795,SO_4046,protein_coding
3508,SO_RS09515,0.07534345,0.8875571,LB_1_logFC,hisH,Gene,SO_RS09515,SO_2070,protein_coding
3509,SO_RS03505,-0.0233632,0.8876605,LB_1_logFC,SO_RS03505,Gene,SO_RS03505,SO_0743,protein_coding
3510,SO_RS18480,0.07984547,0.8879964,LB_1_logFC,SO_RS18480,Gene,SO_RS18480,SO_3972,protein_coding
3511,SO_RS20935,-0.04126412,0.8879964,LB_1_logFC,SO_RS20935,Gene,SO_RS20935,SO_4505,protein_coding
3512,SO_RS01770,0.04607717,0.8882688,LB_1_logFC,SO_RS01770,Gene,SO_RS01770,SO_0369,protein_coding
3513,SO_RS00630,0.04205889,0.8882987,LB_1_logFC,SO_RS00630,Gene,SO_RS00630,SO_0131,protein_coding
3514,SO_RS00685,0.03867789,0.8882987,LB_1_logFC,SO_RS00685,Gene,SO_RS00685,SO_0145,protein_coding
3515,SO_RS03605,-0.02396105,0.8882987,LB_1_logFC,SO_RS03605,Gene,SO_RS03605,SO_4771,protein_coding
3516,SO_RS05750,-0.02622266,0.8882987,LB_1_logFC,SO_RS05750,Gene,SO_RS05750,SO_1236,protein_coding
3517,SO_RS07430,0.03370344,0.8882987,LB_1_logFC,syd,Gene,SO_RS07430,SO_1609,protein_coding
3518,SO_RS08020,-0.05049705,0.8882987,LB_1_logFC,SO_RS08020,Gene,SO_RS08020,SO_1747,protein_coding
3519,SO_RS10635,0.0626064,0.8882987,LB_1_logFC,SO_RS10635,Gene,SO_RS10635,,protein_coding
3520,SO_RS12240,0.1086469,0.8882987,LB_1_logFC,Mu2_5,Gene,SO_RS12240,SO_2656,protein_coding
3521,SO_RS19415,-0.05560725,0.8882987,LB_1_logFC,SO_RS19415,Gene,SO_RS19415,SO_4194,protein_coding
3522,SO_RS14870,-0.01553099,0.8883807,LB_1_logFC,SO_RS14870,Gene,SO_RS14870,SO_3188,protein_coding
3523,SO_RS18410,-0.04057376,0.8886301,LB_1_logFC,SO_RS18410,Gene,SO_RS18410,,protein_coding
3524,SO_RS20770,-0.02686233,0.8886301,LB_1_logFC,SO_RS20770,Gene,SO_RS20770,SO_4477,protein_coding
3525,SO_RS16520,0.02347853,0.8888449,LB_1_logFC,murJ,Gene,SO_RS16520,SO_3534,protein_coding
3526,SO_RS06580,-0.04646149,0.8892895,LB_1_logFC,SO_RS06580,Gene,SO_RS06580,SO_1416,protein_coding
3527,SO_RS07335,0.03371929,0.8892895,LB_1_logFC,SO_RS07335,Gene,SO_RS07335,SO_1585,protein_coding
3528,SO_RS09900,-0.03955529,0.8892895,LB_1_logFC,SO_RS09900,Gene,SO_RS09900,SO_2153,protein_coding
3529,SO_RS14155,-0.02545753,0.8892895,LB_1_logFC,SO_RS14155,Gene,SO_RS14155,SO_3051,protein_coding
3530,SO_RS17215,-0.04987487,0.8892895,LB_1_logFC,SO_RS17215,Gene,SO_RS17215,SO_3690,protein_coding
3531,SO_RS02085,-0.02469146,0.8901714,LB_1_logFC,rsd,Gene,SO_RS02085,SO_0433,protein_coding
3532,SO_RS04520,-0.05436005,0.8901714,LB_1_logFC,SO_RS04520,Gene,SO_RS04520,SO_0962,protein_coding
3533,SO_RS02240,0.02737323,0.8906606,LB_1_logFC,ubiA,Gene,SO_RS02240,SO_0468,protein_coding
3534,SO_RS02905,0.01726615,0.8909742,LB_1_logFC,sspA,Gene,SO_RS02905,SO_0611,protein_coding
3535,SO_RS12705,0.04765705,0.8909742,LB_1_logFC,SO_RS12705,Gene,SO_RS12705,SO_t061,tRNA
3536,SO_RS11805,0.0302998,0.8917975,LB_1_logFC,gloB,Gene,SO_RS11805,SO_2563,protein_coding
3537,SO_RS10100,-0.01834662,0.8918267,LB_1_logFC,SO_RS10100,Gene,SO_RS10100,SO_2197,protein_coding
3538,SO_RS19970,-0.01832194,0.8918267,LB_1_logFC,dapF,Gene,SO_RS19970,SO_4308,protein_coding
3539,SO_RS02780,-0.0532677,0.8930735,LB_1_logFC,SO_RS02780,Gene,SO_RS02780,SO_0586,protein_coding
3540,SO_RS05140,0.02055044,0.8930735,LB_1_logFC,nqrM,Gene,SO_RS05140,SO_1110,protein_coding
3541,SO_RS05415,0.02293755,0.8930735,LB_1_logFC,SO_RS05415,Gene,SO_RS05415,SO_1173,protein_coding
3542,SO_RS14505,-0.01834431,0.8930735,LB_1_logFC,SO_RS14505,Gene,SO_RS14505,SO_3125,protein_coding
3543,SO_RS15805,0.02526441,0.8935476,LB_1_logFC,SO_RS15805,Gene,SO_RS15805,SO_3386,protein_coding
3544,SO_RS05470,-0.02267093,0.89389,LB_1_logFC,pth,Gene,SO_RS05470,SO_1184,protein_coding
3545,SO_RS10995,-0.01666149,0.89389,LB_1_logFC,pyrF,Gene,SO_RS10995,SO_2398,protein_coding
3546,SO_RS10770,-0.04291674,0.8945689,LB_1_logFC,SO_RS10770,Gene,SO_RS10770,SO_t042,tRNA
3547,SO_RS13605,0.01755836,0.8945689,LB_1_logFC,SO_RS13605,Gene,SO_RS13605,SO_2934,protein_coding
3548,SO_RS14385,-0.01847578,0.8945689,LB_1_logFC,SO_RS14385,Gene,SO_RS14385,SO_3101,protein_coding
3549,SO_RS15380,-0.06022887,0.8945689,LB_1_logFC,SO_RS15380,Gene,SO_RS15380,SO_3297,protein_coding
3550,SO_RS17275,0.04579119,0.8945689,LB_1_logFC,SO_RS17275,Gene,SO_RS17275,SO_3704,protein_coding
3551,SO_RS19845,0.02851721,0.8945689,LB_1_logFC,SO_RS19845,Gene,SO_RS19845,SO_4281,protein_coding
3552,SO_RS21865,-0.03057198,0.8947258,LB_1_logFC,SO_RS21865,Gene,SO_RS21865,SO_4705,protein_coding
3553,SO_RS15200,-0.02006236,0.8948403,LB_1_logFC,SO_RS15200,Gene,SO_RS15200,SO_3257,protein_coding
3554,SO_RS01195,0.08376325,0.8950903,LB_1_logFC,rplO,Gene,SO_RS01195,SO_0250,protein_coding
3555,SO_RS09085,-0.02520961,0.8954725,LB_1_logFC,SO_RS09085,Gene,SO_RS09085,SO_1966,protein_coding
3556,SO_RS19070,0.02715017,0.8958289,LB_1_logFC,SO_RS19070,Gene,SO_RS19070,SO_4113,protein_coding
3557,SO_RS03770,0.02772884,0.8963111,LB_1_logFC,SO_RS03770,Gene,SO_RS03770,SO_0799,protein_coding
3558,SO_RS01200,0.07627708,0.8964041,LB_1_logFC,secY,Gene,SO_RS01200,SO_0251,protein_coding
3559,SO_RS02180,0.0563986,0.8964041,LB_1_logFC,SO_RS02180,Gene,SO_RS02180,SO_0454,protein_coding
3560,SO_RS22570,0.01784121,0.8964041,LB_1_logFC,SO_RS22570,Gene,SO_RS22570,SO_A0095,protein_coding
3561,SO_RSnc009,-0.05670963,0.8964041,LB_1_logFC,intergenic,,SO_RSnc009,,ncRNA
3562,SO_RS03295,-0.02576842,0.8967215,LB_1_logFC,SO_RS03295,Gene,SO_RS03295,SO_0695,protein_coding
3563,SO_RS03310,0.07198829,0.8967215,LB_1_logFC,SO_RS03310,Gene,SO_RS03310,SO_0698,protein_coding
3564,SO_RS03320,-0.0246081,0.8967215,LB_1_logFC,SO_RS03320,Gene,SO_RS03320,SO_0701,protein_coding
3565,SO_RS19210,0.0373653,0.8967215,LB_1_logFC,SO_RS19210,Gene,SO_RS19210,SO_4146,protein_coding
3566,SO_RS06780,-0.0160406,0.8981365,LB_1_logFC,SO_RS06780,Gene,SO_RS06780,SO_1460,protein_coding
3567,SO_RS22620,-0.01836492,0.8981365,LB_1_logFC,SO_RS22620,Gene,SO_RS22620,SO_A0106,protein_coding
3568,SO_RS07405,-0.0250543,0.898574,LB_1_logFC,SO_RS07405,Gene,SO_RS07405,SO_1604,protein_coding
3569,SO_RS22270,-0.02949823,0.8987544,LB_1_logFC,SO_RS22270,Gene,SO_RS22270,SO_A0031,protein_coding
3570,SO_RS05295,-0.01694897,0.8991964,LB_1_logFC,SO_RS05295,Gene,SO_RS05295,SO_1149,protein_coding
3571,SO_RS06930,-0.07333535,0.8991964,LB_1_logFC,malQ,Gene,SO_RS06930,SO_1493,protein_coding
3572,SO_RS08630,0.02277136,0.8991964,LB_1_logFC,SO_RS08630,Gene,SO_RS08630,SO_1867,protein_coding
3573,SO_RS04470,0.03409388,0.8992074,LB_1_logFC,xerD,Gene,SO_RS04470,SO_0950,protein_coding
3574,SO_RS07845,0.02881437,0.8992074,LB_1_logFC,SO_RS07845,Gene,SO_RS07845,SO_1702,protein_coding
3575,SO_RS20945,0.04029595,0.8992074,LB_1_logFC,SO_RS20945,Gene,SO_RS20945,SO_4507,protein_coding
3576,SO_RS22275,-0.02754214,0.8995228,LB_1_logFC,SO_RS22275,Gene,SO_RS22275,SO_A0032,protein_coding
3577,SO_RS02025,-0.01837869,0.900111,LB_1_logFC,ampD,Gene,SO_RS02025,SO_0421,protein_coding
3578,SO_RS05205,0.08473594,0.900111,LB_1_logFC,dnaK,Gene,SO_RS05205,SO_1126,protein_coding
3579,SO_RS07125,-0.02770563,0.900111,LB_1_logFC,SO_RS07125,Gene,SO_RS07125,SO_1534,protein_coding
3580,SO_RS07445,-0.03351076,0.900111,LB_1_logFC,SO_RS07445,Gene,SO_RS07445,SO_1612,protein_coding
3581,SO_RS07555,-0.01270874,0.900111,LB_1_logFC,rseP,Gene,SO_RS07555,SO_1636,protein_coding
3582,SO_RS07855,0.03046349,0.900111,LB_1_logFC,SO_RS07855,Gene,SO_RS07855,SO_1705,protein_coding
3583,SO_RS11105,-0.01750691,0.900111,LB_1_logFC,ansA,Gene,SO_RS11105,SO_2421,protein_coding
3584,SO_RS11800,-0.02095703,0.900111,LB_1_logFC,SO_RS11800,Gene,SO_RS11800,SO_2562,protein_coding
3585,SO_RS14340,0.02843407,0.900111,LB_1_logFC,SO_RS14340,Gene,SO_RS14340,SO_3092,protein_coding
3586,SO_RS18470,0.05172209,0.900111,LB_1_logFC,SO_RS18470,Gene,SO_RS18470,SO_3967,protein_coding
3587,SO_RS18685,-0.02782609,0.900111,LB_1_logFC,yidZ,Gene,SO_RS18685,SO_4020,protein_coding
3588,SO_RS20090,0.01516191,0.900111,LB_1_logFC,SO_RS20090,Gene,SO_RS20090,SO_4324,protein_coding
3589,SO_RS21275,-0.05755113,0.900111,LB_1_logFC,SO_RS21275,Gene,SO_RS21275,SO_4579,protein_coding
3590,SO_RS21455,0.02109308,0.900111,LB_1_logFC,SO_RS21455,Gene,SO_RS21455,SO_4618,protein_coding
3591,SO_RS22455,0.01846774,0.900111,LB_1_logFC,SO_RS22455,Gene,SO_RS22455,SO_A0071,protein_coding
3592,SO_RS16275,0.06612753,0.9003969,LB_1_logFC,SO_RS16275,Gene,SO_RS16275,SO_3480,protein_coding
3593,SO_RS20465,-0.03714866,0.9003969,LB_1_logFC,SO_RS20465,Gene,SO_RS20465,SO_4407,protein_coding
3594,SO_RS02210,0.02866207,0.9012124,LB_1_logFC,SO_RS02210,Gene,SO_RS02210,SO_0463,protein_coding
3595,SO_RS00835,0.04793993,0.9013467,LB_1_logFC,SO_RS00835,Gene,SO_RS00835,SO_0181,protein_coding
3596,SO_RS01370,-0.02309537,0.9013467,LB_1_logFC,SO_RS01370,Gene,SO_RS01370,SO_0284,protein_coding
3597,SO_RS05545,0.04291294,0.9013467,LB_1_logFC,secD,Gene,SO_RS05545,SO_1193,protein_coding
3598,SO_RS06655,0.04626466,0.9013467,LB_1_logFC,SO_RS06655,Gene,SO_RS06655,SO_1432,protein_coding
3599,SO_RS08975,-0.02297806,0.9014467,LB_1_logFC,SO_RS08975,Gene,SO_RS08975,SO_1944,protein_coding
3600,SO_RS13660,0.02666628,0.9014467,LB_1_logFC,Lambda_6,Gene,SO_RS13660,SO_2945,protein_coding
3601,SO_RS18140,0.03241746,0.9014467,LB_1_logFC,parC,Gene,SO_RS18140,SO_3897,protein_coding
3602,SO_RS01765,0.02199642,0.9018896,LB_1_logFC,SO_RS01765,Gene,SO_RS01765,SO_0368,protein_coding
3603,SO_RS02465,0.05289388,0.9019719,LB_1_logFC,SO_RS02465,Gene,SO_RS02465,SO_0518,protein_coding
3604,SO_RS17105,0.0230732,0.902594,LB_1_logFC,hutX,Gene,SO_RS17105,SO_3668,protein_coding
3605,SO_RS03195,-0.02172941,0.9026605,LB_1_logFC,Mu1_32,Gene,SO_RS03195,SO_0673,protein_coding
3606,SO_RS20810,-0.03081791,0.9039611,LB_1_logFC,SO_RS20810,Gene,SO_RS20810,SO_4485,protein_coding
3607,SO_RSnc047,0.04812148,0.9041649,LB_1_logFC,intergenic,,SO_RSnc047,,ncRNA
3608,SO_RS02200,0.06082402,0.9047201,LB_1_logFC,SO_RS02200,Gene,SO_RS02200,SO_0461,protein_coding
3609,SO_RS05090,0.0221168,0.9047201,LB_1_logFC,SO_RS05090,Gene,SO_RS05090,SO_1100,protein_coding
3610,SO_RS14415,-0.03817396,0.9069656,LB_1_logFC,SO_RS14415,Gene,SO_RS14415,SO_3107,protein_coding
3611,SO_RS11695,-0.01826588,0.9071801,LB_1_logFC,SO_RS11695,Gene,SO_RS11695,SO_2541,protein_coding
3612,SO_RS21140,0.03296187,0.9077383,LB_1_logFC,SO_RS21140,Gene,SO_RS21140,SO_4550,protein_coding
3613,SO_RS07065,0.02923911,0.9078174,LB_1_logFC,SO_RS07065,Gene,SO_RS07065,SO_1521,protein_coding
3614,SO_RS01775,-0.03949672,0.9085718,LB_1_logFC,SO_RS01775,Gene,SO_RS01775,SO_0370,protein_coding
3615,SO_RS15450,0.01162803,0.9090208,LB_1_logFC,SO_RS15450,Gene,SO_RS15450,SO_3313,protein_coding
3616,SO_RS01015,0.02326729,0.9096051,LB_1_logFC,SO_RS01015,Gene,SO_RS01015,SO_t006,tRNA
3617,SO_RS20365,0.02790343,0.9096051,LB_1_logFC,SO_RS20365,Gene,SO_RS20365,SO_4384,protein_coding
3618,SO_RS04350,-0.03356887,0.909676,LB_1_logFC,SO_RS04350,Gene,SO_RS04350,SO_0927,protein_coding
3619,SO_RS11345,0.03374443,0.909676,LB_1_logFC,SO_RS11345,Gene,SO_RS11345,SO_2472,protein_coding
3620,SO_RS22730,0.04687056,0.909676,LB_1_logFC,SO_RS22730,Gene,SO_RS22730,SO_A0130,protein_coding
3621,SO_RS20110,0.01676195,0.9098148,LB_1_logFC,SO_RS20110,Gene,SO_RS20110,SO_4328,protein_coding
3622,SO_RS18005,0.05649838,0.910361,LB_1_logFC,SO_RS18005,Gene,SO_RS18005,SO_3867,protein_coding
3623,SO_RS18850,0.05582396,0.9106677,LB_1_logFC,SO_RS18850,Gene,SO_RS18850,SO_4058,protein_coding
3624,SO_RS21450,-0.04476801,0.9106677,LB_1_logFC,SO_RS21450,Gene,SO_RS21450,SO_4617,protein_coding
3625,SO_RS20985,-0.04036138,0.9128953,LB_1_logFC,SO_RS20985,Gene,SO_RS20985,SO_4515,protein_coding
3626,SO_RS20115,0.01911063,0.913771,LB_1_logFC,SO_RS20115,Gene,SO_RS20115,SO_4329,protein_coding
3627,SO_RS10945,-0.03287316,0.9137872,LB_1_logFC,SO_RS10945,Gene,SO_RS10945,SO_2387,protein_coding
3628,SO_RS06970,0.03860749,0.9144881,LB_1_logFC,SO_RS06970,Gene,SO_RS06970,SO_1502,protein_coding
3629,SO_RS22990,-0.03248132,0.9144881,LB_1_logFC,SO_RS22990,Gene,SO_RS22990,SO_1984,protein_coding
3630,SO_RS03660,-0.0144528,0.9156107,LB_1_logFC,SO_RS03660,Gene,SO_RS03660,SO_0776,protein_coding
3631,SO_RS04305,-0.01644793,0.9157223,LB_1_logFC,SO_RS04305,Gene,SO_RS04305,SO_0918,protein_coding
3632,SO_RS06945,-0.05587244,0.9157223,LB_1_logFC,SO_RS06945,Gene,SO_RS06945,SO_1496,protein_coding
3633,SO_RS07180,0.0239068,0.9157223,LB_1_logFC,SO_RS07180,Gene,SO_RS07180,SO_1548,protein_coding
3634,SO_RS15750,-0.03239286,0.9157223,LB_1_logFC,SO_RS15750,Gene,SO_RS15750,SO_4801,protein_coding
3635,SO_RS18535,0.02299593,0.9157223,LB_1_logFC,SO_RS18535,Gene,SO_RS18535,SO_3984,protein_coding
3636,SO_RS18965,0.01734142,0.9157223,LB_1_logFC,tldD,Gene,SO_RS18965,SO_4091,protein_coding
3637,SO_RS21830,-0.02650458,0.9165891,LB_1_logFC,SO_RS21830,Gene,SO_RS21830,SO_4697,protein_coding
3638,SO_RS17735,-0.02221509,0.9169366,LB_1_logFC,SO_RS17735,Gene,SO_RS17735,SO_3808,protein_coding
3639,SO_RS09690,-0.008439681,0.9170434,LB_1_logFC,SO_RS09690,Gene,SO_RS09690,SO_2107,protein_coding
3640,SO_RS18635,0.01447018,0.9170434,LB_1_logFC,SO_RS18635,Gene,SO_RS18635,SO_4008,protein_coding
3641,SO_RS07490,-0.02111664,0.9171656,LB_1_logFC,SO_RS07490,Gene,SO_RS07490,SO_1622,protein_coding
3642,SO_RS08480,0.02495993,0.9173797,LB_1_logFC,SO_RS08480,Gene,SO_RS08480,SO_1845,protein_coding
3643,SO_RS15925,0.02910466,0.9173797,LB_1_logFC,thrA,Gene,SO_RS15925,SO_3415,protein_coding
3644,SO_RS00830,0.03799132,0.9178412,LB_1_logFC,SO_RS00830,Gene,SO_RS00830,SO_0180,protein_coding
3645,SO_RS01600,0.0178275,0.9178412,LB_1_logFC,zapB,Gene,SO_RS01600,SO_0335,protein_coding
3646,SO_RS04560,-0.0230588,0.9178412,LB_1_logFC,SO_RS04560,Gene,SO_RS04560,SO_0972,protein_coding
3647,SO_RS17400,0.03279859,0.9178412,LB_1_logFC,SO_RS17400,Gene,SO_RS17400,SO_3736,protein_coding
3648,SO_RSnc005,0.04152529,0.9178412,LB_1_logFC,leader-like,,SO_RSnc005,,ncRNA
3649,SO_RS03535,-0.03454662,0.9180496,LB_1_logFC,SO_RS03535,Gene,SO_RS03535,SO_0749,protein_coding
3650,SO_RS00200,-0.02395582,0.9182448,LB_1_logFC,aroE,Gene,SO_RS00200,SO_0040,protein_coding
3651,SO_RS05095,-0.01364488,0.9188086,LB_1_logFC,luxS,Gene,SO_RS05095,SO_1101,protein_coding
3652,SO_RS18490,0.03302169,0.9193099,LB_1_logFC,SO_RS18490,Gene,SO_RS18490,SO_3974,protein_coding
3653,SO_RS22120,0.0164936,0.9193099,LB_1_logFC,SO_RS22120,Gene,SO_RS22120,SO_4756,protein_coding
3654,SO_RS13465,-0.03951352,0.9227302,LB_1_logFC,SO_RS13465,Gene,SO_RS13465,SO_2905,protein_coding
3655,SO_RS05560,0.02623048,0.9232486,LB_1_logFC,rlmE,Gene,SO_RS05560,SO_1196,protein_coding
3656,SO_RS11510,-0.0124956,0.9234803,LB_1_logFC,uvrB,Gene,SO_RS11510,SO_2506,protein_coding
3657,SO_RS17390,0.01634647,0.9234803,LB_1_logFC,SO_RS17390,Gene,SO_RS17390,SO_4806,protein_coding
3658,SO_RS18615,-0.04243215,0.9234803,LB_1_logFC,SO_RS18615,Gene,SO_RS18615,SO_4004,protein_coding
3659,SO_RS19915,-0.05284732,0.9234803,LB_1_logFC,SO_RS19915,Gene,SO_RS19915,SO_4296,protein_coding
3660,SO_RS17115,-0.02842397,0.9240111,LB_1_logFC,SO_RS17115,Gene,SO_RS17115,SO_3670,protein_coding
3661,SO_RS02695,0.02020016,0.9247591,LB_1_logFC,SO_RS02695,Gene,SO_RS02695,SO_0566,protein_coding
3662,SO_RS19920,0.05158759,0.9247591,LB_1_logFC,SO_RS19920,Gene,SO_RS19920,SO_4297,protein_coding
3663,SO_RS22290,0.04789853,0.9247591,LB_1_logFC,SO_RS22290,Gene,SO_RS22290,SO_A0035,protein_coding
3664,SO_RS17545,-0.0125894,0.9253518,LB_1_logFC,SO_RS17545,Gene,SO_RS17545,SO_3765,protein_coding
3665,SO_RS01785,-0.02114753,0.925488,LB_1_logFC,yjjG,Gene,SO_RS01785,SO_0372,protein_coding
3666,SO_RS00335,-0.01555225,0.9259559,LB_1_logFC,SO_RS00335,Gene,SO_RS00335,SO_0066,protein_coding
3667,SO_RS01685,-0.02018328,0.9259559,LB_1_logFC,SO_RS01685,Gene,SO_RS01685,SO_0352,protein_coding
3668,SO_RS05045,0.03088573,0.9259559,LB_1_logFC,SO_RS05045,Gene,SO_RS05045,SO_1091,protein_coding
