,Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Condition,Chrom.ID,Source,Entry.Class,Start,Stop,B1,Strand,B2,Gene.Name,gbkey,Biotype,locus_tag,old_locus_tag,X,X.1,X.2
1413,SO_RS19615,61.42266076,0.170761976,0.101748398,1.6782768,0.093293075,0.268192831,LB_1_logFC,NC_004347.2,RefSeq,gene,4405462,4406946,.,-,.,glpK,Gene,protein_coding,SO_RS19615,SO_4230,,,
1414,SO_RS09365,80.57079719,-0.17013256,0.101502655,-1.676139014,0.093710966,0.269013389,LB_1_logFC,NC_004347.2,RefSeq,gene,2130083,2130751,.,-,.,SO_RS09365,Gene,protein_coding,SO_RS09365,SO_2033,,,
1415,SO_RS15270,200.5331041,-0.08085691,0.048237437,-1.676227327,0.093693673,0.269013389,LB_1_logFC,NC_004347.2,RefSeq,gene,3408741,3409886,.,-,.,pseC,Gene,protein_coding,SO_RS15270,SO_3270,,,
1416,SO_RS02390,16.32072163,-0.247870479,0.148040389,-1.674343605,0.094063089,0.269833523,LB_1_logFC,NC_004347.2,RefSeq,gene,525134,526765,.,-,.,SO_RS02390,Gene,protein_coding,SO_RS02390,SO_0500,,,
1417,SO_RS00620,69.96585582,-0.153053569,0.091510586,-1.672523107,0.094421215,0.270478827,LB_1_logFC,NC_004347.2,RefSeq,gene,136310,136903,.,+,.,SO_RS00620,Gene,protein_coding,SO_RS00620,SO_0129,,,
1418,SO_RS09345,114.0337754,-0.158002156,0.094452082,-1.672828739,0.094361016,0.270478827,LB_1_logFC,NC_004347.2,RefSeq,gene,2125974,2126558,.,-,.,SO_RS09345,Gene,protein_coding,SO_RS09345,SO_2027,,,
1419,SO_RS07380,29.19850944,-0.302852786,0.181329988,-1.670174852,0.094884774,0.271615188,LB_1_logFC,NC_004347.2,RefSeq,gene,1668500,1670143,.,-,.,pfaD,Gene,protein_coding,SO_RS07380,SO_1597,,,
1420,SO_RS11745,28.20525999,-0.27095866,0.162329303,-1.669191301,0.095079473,0.27198086,LB_1_logFC,NC_004347.2,RefSeq,gene,2683386,2684153,.,+,.,SO_RS11745,Gene,protein_coding,SO_RS11745,SO_2551,,,
1421,SO_RS01690,9.608852323,-0.378394638,0.226803905,-1.66837797,0.095240719,0.272232225,LB_1_logFC,NC_004347.2,RefSeq,gene,360341,361039,.,-,.,SO_RS01690,Gene,protein_coding,SO_RS01690,SO_0353,,,
1422,SO_RS15220,36.91598222,0.269742993,0.161709418,1.668072254,0.095301384,0.272232225,LB_1_logFC,NC_004347.2,RefSeq,gene,3396599,3396868,.,+,.,SO_RS15220,Gene,protein_coding,SO_RS15220,SO_3260,,,
1423,SO_RS09780,52.15238185,-0.177504648,0.106510748,-1.666542118,0.095605487,0.272908986,LB_1_logFC,NC_004347.2,RefSeq,gene,2230856,2231476,.,+,.,cheD,Gene,protein_coding,SO_RS09780,SO_2125,,,
1424,SO_RS10120,219.7595216,-0.143202649,0.085963627,-1.66585165,0.095742966,0.273109499,LB_1_logFC,NC_004347.2,RefSeq,gene,2315974,2316432,.,-,.,SO_RS10120,Gene,protein_coding,SO_RS10120,SO_2201,,,
1425,SO_RS00910,76.19264197,0.166054515,0.09976531,1.664451441,0.096022247,0.273330322,LB_1_logFC,NC_004347.2,RefSeq,gene,206086,207144,.,-,.,selD,Gene,protein_coding,SO_RS00910,SO_0196,,,
1426,SO_RS01115,2922.612828,0.648742125,0.389690864,1.664760928,0.095960462,0.273330322,LB_1_logFC,NC_004347.2,RefSeq,gene,247492,248316,.,+,.,rplB,Gene,protein_coding,SO_RS01115,SO_0234,,,
1427,SO_RS04385,272.5657348,0.152333366,0.091504593,1.664761967,0.095960255,0.273330322,LB_1_logFC,NC_004347.2,RefSeq,gene,965457,966194,.,+,.,SO_RS04385,Gene,protein_coding,SO_RS04385,SO_0934,,,
1428,SO_RS06530,9.45546772,0.460487922,0.276815768,1.66351767,0.096208857,0.27347822,LB_1_logFC,NC_004347.2,RefSeq,gene,1462154,1462471,.,+,.,SO_RS06530,Gene,protein_coding,SO_RS06530,SO_1406,,,
1429,SO_RS13525,54.36571486,-0.200251582,0.120374269,-1.663574648,0.096197462,0.27347822,LB_1_logFC,NC_004347.2,RefSeq,gene,3049790,3050221,.,+,.,SO_RS13525,Gene,protein_coding,SO_RS13525,SO_2917,,,
1430,SO_RS07220,129.1998264,-0.125832843,0.075734779,-1.661493507,0.096614372,0.274247085,LB_1_logFC,NC_004347.2,RefSeq,gene,1634487,1635176,.,+,.,phoB,Gene,protein_coding,SO_RS07220,SO_1558,,,
1431,SO_RSnc033,11.29242877,-0.358291082,0.215622796,-1.661656787,0.09658161,0.274247085,LB_1_logFC,NC_004347.2,texseq,gene,3300566,3300684,.,-,.,intergenic,,ncRNA,SO_RSnc033,,,,
1432,SO_RS16420,13.45881599,0.349824597,0.210646149,1.660721539,0.096769385,0.274495282,LB_1_logFC,NC_004347.2,RefSeq,gene,3665483,3667006,.,-,.,SO_RS16420,Gene,protein_coding,SO_RS16420,SO_3513,,,
1433,SO_RS21195,26.83775468,0.257981912,0.155540727,1.658613264,0.097193747,0.275506631,LB_1_logFC,NC_004347.2,RefSeq,gene,4759116,4759565,.,+,.,SO_RS21195,Gene,protein_coding,SO_RS21195,SO_4562,,,
1434,SO_RS09170,79.69873329,-0.148303999,0.089485687,-1.657292961,0.09746026,0.275877056,LB_1_logFC,NC_004347.2,RefSeq,gene,2088417,2089109,.,-,.,SO_RS09170,Gene,protein_coding,SO_RS09170,SO_1985,,,
1435,SO_RS12435,8.584275066,0.404780492,0.244195955,1.65760523,0.097397173,0.275877056,LB_1_logFC,NC_004347.2,RefSeq,gene,2811908,2813389,.,+,.,Mu2_44,Gene,protein_coding,SO_RS12435,SO_2693,,,
1436,SO_RS02290,20.01924524,0.26629653,0.160758085,1.656504742,0.097619645,0.276135794,LB_1_logFC,NC_004347.2,RefSeq,gene,502642,504768,.,+,.,SO_RS02290,Gene,protein_coding,SO_RS02290,SO_0479,,,
1437,SO_RS19685,239.7226876,0.203450641,0.12288503,1.655617777,0.097799248,0.276451318,LB_1_logFC,NC_004347.2,RefSeq,gene,4423106,4424425,.,-,.,argA,Gene,protein_coding,SO_RS19685,SO_4245,,,
1438,SO_RS21705,250.7171263,-0.119757853,0.072350976,-1.655234804,0.097876878,0.276478358,LB_1_logFC,NC_004347.2,RefSeq,gene,4868982,4869638,.,+,.,elbB,Gene,protein_coding,SO_RS21705,SO_4670,,,
1439,SO_RS10925,29.65655794,-0.191402532,0.11575252,-1.653549588,0.098219063,0.276941621,LB_1_logFC,NC_004347.2,RefSeq,gene,2484505,2484831,.,-,.,SO_RS10925,Gene,protein_coding,SO_RS10925,SO_2381,,,
1440,SO_RS14855,555.3544459,-0.09899784,0.059886726,-1.653084862,0.098313594,0.276941621,LB_1_logFC,NC_004347.2,RefSeq,gene,3323475,3324551,.,-,.,SO_RS14855,Gene,protein_coding,SO_RS14855,SO_3185,,,
1441,SO_RS16725,409.2898317,-0.089665905,0.054221003,-1.653711671,0.09818611,0.276941621,LB_1_logFC,NC_004347.2,RefSeq,gene,3745948,3746919,.,-,.,rluD,Gene,protein_coding,SO_RS16725,SO_3579,,,
1442,SO_RS20500,89.99102833,-0.296620362,0.179406382,-1.653343426,0.09826099,0.276941621,LB_1_logFC,NC_004347.2,RefSeq,gene,4609217,4610560,.,+,.,SO_RS20500,Gene,protein_coding,SO_RS20500,SO_4417,,,
1443,SO_RS01505,59.0442489,-0.445625194,0.269752393,-1.65197865,0.098538903,0.27738394,LB_1_logFC,NC_004347.2,RefSeq,gene,320226,322388,.,-,.,speF,Gene,protein_coding,SO_RS01505,SO_0314,,,
1444,SO_RS09695,663.2989772,-0.051637273,0.031264643,-1.651618845,0.098612276,0.277398244,LB_1_logFC,NC_004347.2,RefSeq,gene,2205812,2207995,.,+,.,mdoH,Gene,protein_coding,SO_RS09695,SO_2108,,,
1445,SO_RS00635,129.4646774,-0.112777714,0.068365392,-1.649631642,0.099018299,0.278194364,LB_1_logFC,NC_004347.2,RefSeq,gene,140742,141152,.,+,.,fliL,Gene,protein_coding,SO_RS00635,SO_0132,,,
1446,SO_RS08025,18.18258416,-0.236230075,0.143207635,-1.649563418,0.099032262,0.278194364,LB_1_logFC,NC_004347.2,RefSeq,gene,1828764,1830293,.,+,.,SO_RS08025,Gene,protein_coding,SO_RS08025,SO_1748,,,
1447,SO_RS01740,53.32141321,0.166890874,0.101221959,1.648761552,0.099196495,0.278463138,LB_1_logFC,NC_004347.2,RefSeq,gene,373652,374533,.,+,.,SO_RS01740,Gene,protein_coding,SO_RS01740,SO_0363,,,
1448,SO_RS13745,346.6133872,0.201662488,0.122363145,1.648065589,0.099339213,0.278671189,LB_1_logFC,NC_004347.2,RefSeq,gene,3096756,3097946,.,-,.,Lambda_23,Gene,protein_coding,SO_RS13745,SO_2963,,,
1449,SO_RS14905,884.4015854,0.085239637,0.051739917,1.647463734,0.099462764,0.278825224,LB_1_logFC,NC_004347.2,RefSeq,gene,3335717,3337219,.,+,.,SO_RS14905,Gene,protein_coding,SO_RS14905,SO_3195,,,
1450,SO_RS00735,57.11215101,0.14804604,0.090025738,1.644485704,0.100075915,0.280157386,LB_1_logFC,NC_004347.2,RefSeq,gene,165737,166093,.,+,.,SO_RS00735,Gene,protein_coding,SO_RS00735,SO_0159,,,
1451,SO_RS16660,207.0161201,0.141750605,0.086186059,1.644704582,0.100030747,0.280157386,LB_1_logFC,NC_004347.2,RefSeq,gene,3724745,3726895,.,-,.,SO_RS16660,Gene,protein_coding,SO_RS16660,SO_3564,,,
1452,SO_RS18920,329.4158759,-0.094799247,0.057661031,-1.644078259,0.100160038,0.280199776,LB_1_logFC,NC_004347.2,RefSeq,gene,4231902,4233245,.,-,.,pmbA,Gene,protein_coding,SO_RS18920,SO_4078,,,
1453,SO_RS17345,34.96164081,0.22535366,0.137197543,1.642548801,0.100476321,0.280891134,LB_1_logFC,NC_004347.2,RefSeq,gene,3867197,3868036,.,+,.,SO_RS17345,Gene,protein_coding,SO_RS17345,SO_3722,,,
1454,SO_RS17320,689.8861753,-0.175403759,0.106924014,-1.640452437,0.10091113,0.281912662,LB_1_logFC,NC_004347.2,RefSeq,gene,3862817,3863470,.,+,.,SO_RS17320,Gene,protein_coding,SO_RS17320,SO_3715,,,
1455,SO_RS22365,173.4626327,-0.140254304,0.085611466,-1.638265414,0.101366339,0.282989739,LB_1_logFC,NC_004349.1,RefSeq,gene,43722,44090,.,+,.,SO_RS22365,Gene,protein_coding,SO_RS22365,SO_A0051,,,
1456,SO_RS20080,28.02136154,-0.231464321,0.14135182,-1.637505058,0.101524983,0.283237968,LB_1_logFC,NC_004347.2,RefSeq,gene,4512234,4512309,.,-,.,SO_RS20080,Gene,tRNA,SO_RS20080,SO_t099,,,
1457,SO_RS16730,350.9223861,0.095687766,0.058452294,1.637023291,0.101625603,0.28332409,LB_1_logFC,NC_004347.2,RefSeq,gene,3747042,3747803,.,+,.,SO_RS16730,Gene,protein_coding,SO_RS16730,SO_3580,,,
1458,SO_RS06605,24.04513429,-0.216415605,0.132277258,-1.636075675,0.10182375,0.283611886,LB_1_logFC,NC_004347.2,RefSeq,gene,1479605,1481371,.,-,.,SO_RS06605,Gene,protein_coding,SO_RS06605,SO_1421,,,
1459,SO_RS19270,213.0789474,-0.082755159,0.050588105,-1.635861992,0.101868474,0.283611886,LB_1_logFC,NC_004347.2,RefSeq,gene,4333909,4335087,.,+,.,SO_RS19270,Gene,protein_coding,SO_RS19270,SO_4160,,,
1460,SO_RS22630,5.604452354,0.46613398,0.285193628,1.634447386,0.102164945,0.284242471,LB_1_logFC,NC_004349.1,RefSeq,gene,88762,89148,.,+,.,SO_RS22630,Gene,protein_coding,SO_RS22630,SO_A0108,,,
1461,SO_RS00175,284.5592753,-0.081440153,0.049872225,-1.63297613,0.102474017,0.284537471,LB_1_logFC,NC_004347.2,RefSeq,gene,40263,40739,.,+,.,SO_RS00175,Gene,protein_coding,SO_RS00175,SO_0035,,,
1462,SO_RS01980,66.57806189,0.15938698,0.097577707,1.633436418,0.102377243,0.284537471,LB_1_logFC,NC_004347.2,RefSeq,gene,426745,427137,.,-,.,mutT,Gene,protein_coding,SO_RS01980,SO_0410,,,
1463,SO_RS11140,44.78024394,-0.182867419,0.111986451,-1.632942348,0.102481123,0.284537471,LB_1_logFC,NC_004347.2,RefSeq,gene,2539280,2539897,.,-,.,ruvA,Gene,protein_coding,SO_RS11140,SO_2430,,,
1464,SO_RS04685,179.3623843,0.145159587,0.088939307,1.632119597,0.102654294,0.284823595,LB_1_logFC,NC_004347.2,RefSeq,gene,1036510,1038243,.,-,.,SO_RS04685,Gene,protein_coding,SO_RS04685,SO_1003,,,
1465,SO_RS05855,72.68204757,0.174140497,0.106736482,1.631499306,0.102785006,0.284970089,LB_1_logFC,NC_004347.2,RefSeq,gene,1310078,1310935,.,+,.,SO_RS05855,Gene,protein_coding,SO_RS05855,SO_1261,,,
1466,SO_RS08790,68.74678494,0.161404294,0.098947986,1.631203425,0.102847403,0.284970089,LB_1_logFC,NC_004347.2,RefSeq,gene,1999028,2000935,.,+,.,SO_RS08790,Gene,protein_coding,SO_RS08790,SO_1900,,,
1467,SO_RS12060,129.2402668,0.117844785,0.072344116,1.628947741,0.103324082,0.28570621,LB_1_logFC,NC_004347.2,RefSeq,gene,2752791,2753429,.,-,.,udk,Gene,protein_coding,SO_RS12060,SO_2617,,,
1468,SO_RS14395,155.7417415,-0.090109459,0.055314699,-1.629032818,0.103306072,0.28570621,LB_1_logFC,NC_004347.2,RefSeq,gene,3229025,3232288,.,+,.,SO_RS14395,Gene,protein_coding,SO_RS14395,SO_3103,,,
1469,SO_RS21770,114.5830052,-0.130655451,0.080189174,-1.629340287,0.103241002,0.28570621,LB_1_logFC,NC_004347.2,RefSeq,gene,4882679,4883170,.,+,.,coaD,Gene,protein_coding,SO_RS21770,SO_4684,,,
1470,SO_RS09495,23.10977834,0.297380009,0.18279149,1.626881036,0.103762366,0.28652803,LB_1_logFC,NC_004347.2,RefSeq,gene,2162332,2163519,.,-,.,SO_RS09495,Gene,protein_coding,SO_RS09495,SO_2065,,,
1471,SO_RS20650,77.15852124,-0.137951114,0.08478436,-1.627082098,0.103719663,0.28652803,LB_1_logFC,NC_004347.2,RefSeq,gene,4639278,4639529,.,-,.,moaD,Gene,protein_coding,SO_RS20650,SO_4450,,,
1472,SO_RS00705,82.76875145,-0.132507589,0.081535128,-1.625159522,0.104128573,0.287343929,LB_1_logFC,NC_004347.2,RefSeq,gene,157060,157206,.,+,.,SO_RS00705,Gene,protein_coding,SO_RS00705,SO_0149,,,
1473,SO_RS01805,55.19643177,-0.216360237,0.133274181,-1.623421995,0.104499226,0.287975479,LB_1_logFC,NC_004347.2,RefSeq,gene,389169,389462,.,+,.,SO_RS01805,Gene,protein_coding,SO_RS01805,SO_0377,,,
1474,SO_RS09250,36.64257258,0.214221456,0.131948062,1.623528633,0.104476448,0.287975479,LB_1_logFC,NC_004347.2,RefSeq,gene,2104761,2105708,.,-,.,SO_RS09250,Gene,protein_coding,SO_RS09250,SO_2006,,,
1475,SO_RS07160,30.68601712,-0.203793368,0.125578408,-1.622837638,0.104624117,0.28812418,LB_1_logFC,NC_004347.2,RefSeq,gene,1618970,1619758,.,-,.,SO_RS07160,Gene,protein_coding,SO_RS07160,SO_1543,,,
1476,SO_RS17315,143.981433,-0.169014144,0.104172892,-1.622438822,0.104709422,0.288163736,LB_1_logFC,NC_004347.2,RefSeq,gene,3861394,3862404,.,-,.,SO_RS17315,Gene,protein_coding,SO_RS17315,SO_3714,,,
1477,SO_RS08765,25.02760918,0.230729301,0.142366142,1.620675375,0.105087277,0.2890078,LB_1_logFC,NC_004347.2,RefSeq,gene,1992515,1993381,.,-,.,SO_RS08765,Gene,protein_coding,SO_RS08765,SO_1895,,,
1478,SO_RS05710,99.37316958,-0.123839035,0.076611311,-1.616458895,0.105995134,0.29130733,LB_1_logFC,NC_004347.2,RefSeq,gene,1275657,1276028,.,-,.,SO_RS05710,Gene,protein_coding,SO_RS05710,SO_1227,,,
1479,SO_RS10585,95.13398188,0.128170909,0.079328084,1.615706596,0.106157764,0.291557024,LB_1_logFC,NC_004347.2,RefSeq,gene,2419902,2420522,.,+,.,lolA,Gene,protein_coding,SO_RS10585,SO_2307,,,
1480,SO_RS15445,256.1563049,0.088104135,0.054554729,1.61496786,0.106317655,0.291798862,LB_1_logFC,NC_004347.2,RefSeq,gene,3463798,3464913,.,-,.,ispG,Gene,protein_coding,SO_RS15445,SO_3312,,,
1481,SO_RS04810,75.29959885,-0.128663734,0.079754211,-1.61325318,0.106689514,0.292621746,LB_1_logFC,NC_004347.2,RefSeq,gene,1072021,1072965,.,+,.,SO_RS04810,Gene,protein_coding,SO_RS04810,SO_1033,,,
1482,SO_RS11460,8.717223787,0.402762014,0.249733746,1.612765677,0.106795426,0.292714588,LB_1_logFC,NC_004347.2,RefSeq,gene,2622471,2622965,.,+,.,SO_RS11460,Gene,protein_coding,SO_RS11460,SO_2497,,,
1483,SO_RS16435,475.090482,-0.111891744,0.069410814,-1.61202178,0.1069572,0.292960315,LB_1_logFC,NC_004347.2,RefSeq,gene,3671369,3672658,.,-,.,SO_RS16435,Gene,protein_coding,SO_RS16435,SO_3517,,,
1484,SO_RS19550,243.5228081,-0.089779781,0.05571062,-1.611537978,0.107062517,0.293051174,LB_1_logFC,NC_004347.2,RefSeq,gene,4390791,4391579,.,-,.,SO_RS19550,Gene,protein_coding,SO_RS19550,SO_4217,,,
1485,SO_RS01285,173.156042,-0.186568959,0.115834421,-1.61065215,0.10725556,0.293224891,LB_1_logFC,NC_004347.2,RefSeq,gene,268213,268692,.,+,.,nrfF,Gene,protein_coding,SO_RS01285,SO_0268,,,
1486,SO_RS13910,45.55871847,0.292157684,0.181398566,1.610584307,0.107270357,0.293224891,LB_1_logFC,NC_004347.2,RefSeq,gene,3117712,3117993,.,+,.,Lambda_57,Gene,protein_coding,SO_RS13910,SO_2998,,,
1487,SO_RS07995,82.30337223,0.145925349,0.090627345,1.610169077,0.10736095,0.293275171,LB_1_logFC,NC_004347.2,RefSeq,gene,1821614,1822663,.,+,.,SO_RS07995,Gene,protein_coding,SO_RS07995,SO_1742,,,
1488,SO_RS01555,133.0073122,-0.193095187,0.119949732,-1.609800899,0.107441329,0.293297499,LB_1_logFC,NC_004347.2,RefSeq,gene,330108,330509,.,-,.,SO_RS01555,Gene,protein_coding,SO_RS01555,SO_0324,,,
1489,SO_RS00640,63.93145031,-0.135939616,0.084527161,-1.608235915,0.10778352,0.294034022,LB_1_logFC,NC_004347.2,RefSeq,gene,141212,142309,.,+,.,rlmF,Gene,protein_coding,SO_RS00640,SO_0134,,,
1490,SO_RS15130,203.1164416,-0.113546503,0.070698531,-1.606065936,0.108259423,0.295134079,LB_1_logFC,NC_004347.2,RefSeq,gene,3382139,3383230,.,-,.,SO_RS15130,Gene,protein_coding,SO_RS15130,SO_3242,,,
1491,SO_RS22305,11.82326951,0.345393663,0.215120107,1.605585214,0.108365076,0.295223971,LB_1_logFC,NC_004349.1,RefSeq,gene,28346,29505,.,-,.,SO_RS22305,Gene,protein_coding,SO_RS22305,SO_A0038,,,
1492,SO_RS00540,264.0280624,0.257196179,0.160394958,1.603517857,0.10882037,0.296050974,LB_1_logFC,NC_004347.2,RefSeq,gene,120287,121630,.,-,.,SO_RS00540,Gene,protein_coding,SO_RS00540,SO_0110,,,
1493,SO_RS04235,34.22038804,-0.28595002,0.178433885,-1.602554473,0.109033052,0.296050974,LB_1_logFC,NC_004347.2,RefSeq,gene,932313,932933,.,+,.,SO_RS04235,Gene,protein_coding,SO_RS04235,SO_0905,,,
1494,SO_RS14935,341.7681303,-0.0884545,0.055194003,-1.602610717,0.109020626,0.296050974,LB_1_logFC,NC_004347.2,RefSeq,gene,3342690,3343184,.,-,.,SO_RS14935,Gene,protein_coding,SO_RS14935,SO_3202,,,
1495,SO_RS15245,162.1761568,-0.128790631,0.080346417,-1.602941799,0.108947504,0.296050974,LB_1_logFC,NC_004347.2,RefSeq,gene,3401484,3402722,.,+,.,SO_RS15245,Gene,protein_coding,SO_RS15245,SO_3265,,,
1496,SO_RS22310,27.63274846,-0.229634348,0.143246863,-1.603067205,0.108919817,0.296050974,LB_1_logFC,NC_004349.1,RefSeq,gene,29583,30668,.,+,.,SO_RS22310,Gene,protein_coding,SO_RS22310,SO_A0039,,,
1497,SO_RS02035,221.4222707,0.148679669,0.092896796,1.600482206,0.109491651,0.297097587,LB_1_logFC,NC_004347.2,RefSeq,gene,437567,438319,.,+,.,pdhR,Gene,protein_coding,SO_RS02035,SO_0423,,,
1498,SO_RS04855,110.0302407,0.680309412,0.42558319,1.598534498,0.109924074,0.297530392,LB_1_logFC,NC_004347.2,RefSeq,gene,1081547,1082227,.,-,.,SO_RS04855,Gene,protein_coding,SO_RS04855,SO_1043,,,
1499,SO_RS12575,87.10773361,0.170302828,0.106564817,1.598114969,0.110017393,0.297530392,LB_1_logFC,NC_004347.2,RefSeq,gene,2840375,2842141,.,+,.,SO_RS12575,Gene,protein_coding,SO_RS12575,SO_2724,,,
1500,SO_RS17025,35.63145192,-0.173145779,0.108262898,-1.599308548,0.109752061,0.297530392,LB_1_logFC,NC_004347.2,RefSeq,gene,3804442,3804915,.,-,.,SO_RS17025,Gene,protein_coding,SO_RS17025,SO_3647,,,
1501,SO_RS17550,70.28299574,0.228943931,0.143231763,1.598415925,0.109950443,0.297530392,LB_1_logFC,NC_004347.2,RefSeq,gene,3915453,3916106,.,+,.,SO_RS17550,Gene,protein_coding,SO_RS17550,SO_3766,,,
1502,SO_RS21425,14.74497259,0.267718705,0.167430015,1.598988719,0.109823109,0.297530392,LB_1_logFC,NC_004347.2,RefSeq,gene,4806524,4807069,.,+,.,SO_RS21425,Gene,protein_coding,SO_RS21425,SO_4612,,,
1503,SO_RS16080,1337.705257,0.090980207,0.056952004,1.597489111,0.110156723,0.297664656,LB_1_logFC,NC_004347.2,RefSeq,gene,3583493,3584788,.,-,.,eno,Gene,protein_coding,SO_RS16080,SO_3440,,,
1504,SO_RS18680,80.04917584,0.126875947,0.079434799,1.597233805,0.1102136,0.297664656,LB_1_logFC,NC_004347.2,RefSeq,gene,4166788,4169511,.,+,.,SO_RS18680,Gene,protein_coding,SO_RS18680,SO_4019,,,
1505,SO_RS07550,168.9324839,0.103570928,0.064910768,1.595589321,0.110580513,0.298457173,LB_1_logFC,NC_004347.2,RefSeq,gene,1716296,1717486,.,+,.,ispC,Gene,protein_coding,SO_RS07550,SO_1635,,,
1506,SO_RS12055,118.3886258,0.120295536,0.075440174,1.594581893,0.110805764,0.298866544,LB_1_logFC,NC_004347.2,RefSeq,gene,2752180,2752761,.,-,.,dcd,Gene,protein_coding,SO_RS12055,SO_2616,,,
1507,SO_RS09630,69.89136712,0.191572771,0.120209967,1.593651305,0.111014156,0.299229929,LB_1_logFC,NC_004347.2,RefSeq,gene,2189504,2191930,.,-,.,hypF,Gene,protein_coding,SO_RS09630,SO_2094,,,
1508,SO_RS20675,64.42235727,-0.178367505,0.11197192,-1.59296639,0.111167731,0.299445175,LB_1_logFC,NC_004347.2,RefSeq,gene,4645435,4645791,.,-,.,SO_RS20675,Gene,protein_coding,SO_RS20675,SO_4455,,,
1509,SO_RS18590,39.17892889,-0.190916459,0.12006472,-1.590112887,0.111809362,0.300973908,LB_1_logFC,NC_004347.2,RefSeq,gene,4135783,4136715,.,-,.,SO_RS18590,Gene,protein_coding,SO_RS18590,,,,
1510,SO_RS21870,15.60922124,0.301910527,0.189943453,1.589475829,0.111953007,0.301161003,LB_1_logFC,NC_004347.2,RefSeq,gene,4908901,4909464,.,+,.,SO_RS21870,Gene,protein_coding,SO_RS21870,SO_4706,,,
1511,SO_RS05800,6.728960296,0.436886804,0.275017882,1.588575989,0.112156153,0.301473071,LB_1_logFC,NC_004347.2,RefSeq,gene,1298747,1299616,.,-,.,SO_RS05800,Gene,protein_coding,SO_RS05800,SO_1248,,,
1512,SO_RS12090,44.60100738,-0.172816615,0.108805705,-1.588304722,0.11221745,0.301473071,LB_1_logFC,NC_004347.2,RefSeq,gene,2759464,2760174,.,+,.,aat,Gene,protein_coding,SO_RS12090,SO_2623,,,
1513,SO_RS01080,2628.741247,0.372301385,0.23454488,1.587335378,0.112436707,0.301674776,LB_1_logFC,NC_004347.2,RefSeq,gene,241340,241810,.,+,.,rpsG,Gene,protein_coding,SO_RS01080,SO_0227,,,
1514,SO_RS17505,31.43918888,0.207366683,0.130639814,1.587316119,0.112441066,0.301674776,LB_1_logFC,NC_004347.2,RefSeq,gene,3904203,3905195,.,-,.,SO_RS17505,Gene,protein_coding,SO_RS17505,SO_3757,,,
1515,SO_RS06805,47.07400272,-0.184440696,0.116274732,-1.586249156,0.112682801,0.302123787,LB_1_logFC,NC_004347.2,RefSeq,gene,1531267,1532103,.,+,.,SO_RS06805,Gene,protein_coding,SO_RS06805,,,,
1516,SO_RS00790,73.13028506,-0.153550813,0.096856788,-1.585338677,0.112889406,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,178274,178642,.,+,.,gspI,Gene,protein_coding,SO_RS00790,SO_0171,,,
1517,SO_RS17825,312.1407749,0.121140732,0.076443914,1.584700797,0.113034331,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,3977384,3978232,.,-,.,kdsA,Gene,protein_coding,SO_RS17825,SO_3827,,,
1518,SO_RS19155,6759.62651,-0.171321428,0.108136837,-1.584302195,0.113124967,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,4290989,4291201,.,+,.,SO_RS19155,Gene,protein_coding,SO_RS19155,SO_4134,,,
1519,SO_RS20375,6.34700995,-0.483318029,0.305071803,-1.584276306,0.113130855,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,4581806,4583008,.,-,.,SO_RS20375,Gene,protein_coding,SO_RS20375,SO_4386,,,
1520,SO_RS20630,105.778393,-0.118852734,0.075029187,-1.584086666,0.113173998,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,4636213,4637316,.,-,.,SO_RS20630,Gene,protein_coding,SO_RS20630,SO_4446,,,
1521,SO_RS22060,1151.474017,-0.075301452,0.047543179,-1.583853952,0.113226958,0.302385211,LB_1_logFC,NC_004347.2,RefSeq,gene,4954256,4956376,.,-,.,SO_RS22060,Gene,protein_coding,SO_RS22060,SO_4743,,,
1522,SO_RS06960,163.9419976,-0.087061354,0.05497972,-1.583517607,0.113303537,0.302390911,LB_1_logFC,NC_004347.2,RefSeq,gene,1570428,1573451,.,+,.,SO_RS06960,Gene,protein_coding,SO_RS06960,SO_1500,,,
1523,SO_RS07040,10.82628162,0.350751521,0.22154961,1.583173726,0.113381873,0.302401293,LB_1_logFC,NC_004347.2,RefSeq,gene,1590159,1590401,.,+,.,SO_RS07040,Gene,protein_coding,SO_RS07040,,,,
1524,SO_RS06275,21.60184338,0.241364904,0.152504304,1.582676021,0.113495326,0.30250526,LB_1_logFC,NC_004347.2,RefSeq,gene,1408203,1408586,.,+,.,SO_RS06275,Gene,protein_coding,SO_RS06275,SO_1352,,,
1525,SO_RS08280,123.8038344,0.182892605,0.115688937,1.580899693,0.113900975,0.303387383,LB_1_logFC,NC_004347.2,RefSeq,gene,1891948,1892955,.,-,.,SO_RS08280,Gene,protein_coding,SO_RS08280,SO_1802,,,
1526,SO_RS18400,81.34361663,0.150821873,0.095429937,1.580446115,0.114004738,0.303464774,LB_1_logFC,NC_004347.2,RefSeq,gene,4096475,4097260,.,-,.,mlaE,Gene,protein_coding,SO_RS18400,SO_3953,,,
